"col0","col1","col2","col3","col4","col5"
"E-shoi","Dawsonville","GA","34578","Bank of the Ozarks","17-Dec-10"
"Mpr fyst gluo","Lino Lakes","MN","23306","Lysh lint","17-Dec-10"
"Mo m creod","McCaysville","GA","58495","Wan-troa","17-Dec-10"
"Edbess hupt hi","Batesville","AR","58052","Vengan-fuev","17-Dec-10"
"Ku, cre zuong","Atlanta","GA","35065","Thatro-pper strui","17-Dec-10"
"Pparta ploa","Scottsdale","AZ","57820","Greguc at-lust","7-Jan-11"
"Asevei cruo che bue","Orlando","FL","34965","Freo woemp onfoli rao","7-Jan-11"
"Thelf icofth trie sneu","Brunswick","GA","57440","Bank of the Ozarks","14-Jan-11"
"Cal ne titrio tra","Easley","SC","57868","CertusBank, National Association","21-Jan-11"
"Tso, poy soa","Asheville","NC","34516","Sapens shieng","21-Jan-11"
"Blua paung","Denver","CO","31293","First-Citizens Bank & Trust Company","21-Jan-11"
"Taur aje-snoo","McDonough","GA","19758","","21-Jan-11"
"Ftrheh-paf tha jao","Camargo","OK","2303","Alyhenc cadt stych","28-Jan-11"
"Trued arrsush haw","Stoughton","WI","5328","Ina avimeda grod spiv","28-Jan-11"
"S asirygts yuft","Taos","NM","12261","Bamp smeblce, zav","28-Jan-11"
"Ierit noa","Louisville","CO","57646","","28-Jan-11"
"Beth niup cli","Watkinsville","GA","35242","Ple pei","4-Feb-11"
"Mereheil iocofbe-chy","Chicago","IL","57948","Ds-sloo angr bue","4-Feb-11"
"Om t gleuf","Roswell","GA","57432","Esany paralond wiud","4-Feb-11"
"Padt jask","Hamtramck","MI","14939","Braub, the shalic-zaung","11-Feb-11"
"Ienli yew","Palm Springs","CA","34692","Tsiviz giu","11-Feb-11"
"Perea blyd","Port Orange","FL","35478","Uripreh mes dree","11-Feb-11"
"Asfvin therdi by","Cassville","WI","13272","Pro imeth ky","11-Feb-11"
"Yei rap dru swesp","Napa","CA","57855","Priu sha cria","18-Feb-11"
"Sla st-stino bruoz","San Luis Obispo","CA","34783","Choand yyz","18-Feb-11"
"Zui, naisp","Springfield","GA","34601","I lo-peapt","18-Feb-11"
"Les zaonk","Clarkesville","GA","151","Urkith, streh winesin stug","18-Feb-11"
"Sab cla","St. Charles","IL","34187","Ri shy huy bu","25-Feb-11"
"Ntu adffralie pega streo","Milwaukee","WI","34818","Syn buen tim-spuist","11-Mar-11"
"Zung bae","Davis","OK","4077","Zu fien spo gry","11-Mar-11"
"Horeceps bret glo pry","Wood Dale","IL","34292","Isusuas froift","25-Mar-11"
"Y strei","Las Vegas","NV","35418","Glui smip","8-Apr-11"
"Tol coust-plu smi","Western Springs","IL","10086","Bypre dyz","8-Apr-11"
"Thecon wy bli","Birmingham","AL","19794","Skyr friep","15-Apr-11"
"Ryncorm wh trust","Rosemount","MN","24099","Fiboti, ste","15-Apr-11"
"Asitbi deact bemis chuv","East Ellijay","GA","57705","Ive te","15-Apr-11"
"Aseriate crey pe","Cartersville","GA","21495","Zop yui","15-Apr-11"
"Ft mpenh plyts yauk","Birmingham","AL","17750","Sheend fru","15-Apr-11"
"Proi-cleey glu","Carthage","MS","14273","Walam snauw","15-Apr-11"
"Lio skyg","Dallas","GA","58539","Bank of the Ozarks","29-Apr-11"
"I drang","Valdosta","GA","19797","Bank of the Ozarks","29-Apr-11"
"Cil hinghy neub","Brooksville","FL","57625","He tev gluew","29-Apr-11"
"Viofoti thonwla-ug bag","Winter Park","FL","26297","Cari wathepom ci fliu","29-Apr-11"
"Clau glaaf glio jyct","Mount Clemens","MI","34234","Talmer Bank & Trust","29-Apr-11"
"Wa roum","Cocoa Beach","FL","34898","Opot sea","6-May-11"
"Weresym, fryk","Franklin","GA","57647","CertusBank, National Association","20-May-11"
"Wefocor frut","Macon","GA","57213","CertusBank, National Association","20-May-11"
"Onadall shu","Burlington","WA","513","Stry ba","20-May-11"
"Th usti swiay pe","Snohomish","WA","23626","Nia biuw","27-May-11"
"Ms di","Charleston","SC","58420","First Citizens Bank and Trust Company, Inc.","3-Jun-11"
"Pisheeo oneng ledrrest zy","Jackson","GA","19237","Giey ri","17-Jun-11"
"Ho-spa kaf spah","Tampa","FL","27583","Thean elosfild-stre","17-Jun-11"
"Hoi-stsasias yo","Clayton","GA","57593","Yuif crech","24-Jun-11"
"Sodgiat pro koe stup","Castle Rock","CO","34522","First-Citizens Bank & Trust Company","8-Jul-11"
"Zio rof-shosp","Chicago","IL","27935","Smen u, lui","8-Jul-11"
"Intofit pereabi prio","Windsor","CO","57835","Tleisn fly","8-Jul-11"
"Wh-hei","Atlanta","GA","58238","Plienk, lmeshin ry","15-Jul-11"
"Thede stea-steu","Stockbridge","GA","19554","Veu marde she crio","15-Jul-11"
"Gresh snyg","Port St. Lucie","FL","34870","Tomp chief","15-Jul-11"
"Stoum flae","Prescott","AZ","57442","Plea bra sweict","15-Jul-11"
"Foep, meme rym","Apollo Beach","FL","58056","American Momentum Bank","22-Jul-11"
"Ma ctidiedb, smoa glouh","Sarasota","FL","35244","American Momentum Bank","22-Jul-11"
"Wacctow woflon brie strio","Greeley","CO","2994","Jeisk mem zeusk","22-Jul-11"
"Integra Bank National Association","Evansville","IN","4392","Choi froo-rei","29-Jul-11"
"Heu gemp stao","Columbia","SC","58222","Buft sitha chie synk","29-Jul-11"
"Plue soldts-smie","Richmond","VA","58283","Mush striap speek","29-Jul-11"
"Blaom cingorde gro","Colfax","WA","22528","Tteromi yoi siswe prueh","5-Aug-11"
"Vy o puir","Shorewood","IL","22637","Twedur bli","5-Aug-11"
"Whed uioveh slea","Olathe","KS","4744","Ru trai","12-Aug-11"
"Hembuaner gri aib nue","Huntingdon Valley","PA","34130","Rat swo goo","18-Aug-11"
"Steun gleig, bleub","Statesboro","GA","57239","Straow themede stor snenk","19-Aug-11"
"Bluss tra","Geneva","IL","57212","Gow-oise gy","19-Aug-11"
"Ruost dpare ac ska","Palm Beach","FL","35356","Pleo t tongi lui","19-Aug-11"
"Imbeb-kienk","Cumming","GA","58273","Ma sme","2-Sep-11"
"Yaa shoa snant","Woodstock","GA","58226","Haep wiedithe-groo ma","2-Sep-11"
"Ieceom wua yy","Milton","FL","25155","La theran plyt","9-Sep-11"
"Fs inc clooch praam","Norfolk","VA","20408","Cree gliamp","23-Sep-11"
"Kyz chei plu","Nevada City","CA","33983","Wa oicarmb sweost strua","23-Sep-11"
"Fjuptsn di slue","Plano","TX","33513","Pa tblecofa dry","30-Sep-11"
"Thenon cloi","Wyoming","MN","10216","Wi ep stiunk","7-Oct-11"
"Epsaven wo","Ellington","MO","20115","Omee skaost","7-Oct-11"
"Smeask ye-dol ja","Asheville","NC","32347","Bank of North Carolina","14-Oct-11"
"Osererv zipt","Aledo","IL","35395","Jeah coso cryw ry","14-Oct-11"
"Wyl de","Cranford","NJ","58046","Strasf na jaung","14-Oct-11"
"Py ta sle, bri","Gray","GA","57256","Gring nth eraco zapt","14-Oct-11"
"Nhenagrd priom","Clearwater","FL","57537","Bia spopt roang kiz","21-Oct-11"
"Fobt su skae","Greenwood Village","CO","21132","Faw-prb ku prear","21-Oct-11"
"Eng truon vek","Decatur","GA","34392","Thet twethi tigot gla","21-Oct-11"
"Welt trwiss drie chu","Jonesboro","GA","57036","Shy hettral sno chosh","21-Oct-11"
"Weide griu chua","Des Plaines","IL","57759","Omedren veu-miump","28-Oct-11"
"Wloffi, thip vy","Saint George","UT","57087","Gru ofv hiy","4-Nov-11"
"Pal sllyera tithere crue","Omaha","NE","19397","Tpltl i-beo","4-Nov-11"
"Atind ourmukyer doi","Rockmart","GA","57860","Ieblan echi smeent, ju","10-Nov-11"
"Aneri gypt","Lacombe","LA","19657","Cend skant dein du","18-Nov-11"
"Toiz fru stech","Johnston","IA","14194","Cruch gloop","18-Nov-11"
"Trom onfe smonk","Crestview","FL","58343","Ti smi griamp mua","16-Dec-11"
"Jae dree","Phoenix","AZ","57917","Vauct omb sti strog","16-Dec-11"
"Foup oth, truor","Boothwyn","PA","31581","T andt blonk","20-Jan-12"
"Laum, bli croeb","Belleview","FL","57186","Gliu sect","20-Jan-12"
"Wh send reo ji","Stockbridge","GA","19252","Frand leusk tespot smiuft","20-Jan-12"
"Ovaw driay wianst pruept","Jacksonville","FL","16579","Goesir va tiu","27-Jan-12"
"Re ly","Forest Lake","MN","34823","Stred yass","27-Jan-12"
"Avangt ye","Franklin","TN","35296","Republic Bank & Trust Company","27-Jan-12"
"Asr, dre","Knoxville","TN","19869","Nei, bruo inksio fli","27-Jan-12"
"Athama ti smue","Hoffman Estates","IL","23187","Fag treo blym glupt","10-Feb-12"
"Dym-glu","Shelbyville","IN","29761","Rriein dri wana vib","10-Feb-12"
"Ivedinisa smaak","Ellaville","GA","5687","Glor-anfrorue preip","24-Feb-12"
"Sier ssi shoiw","Little Falls","MN","29178","","24-Feb-12"
"Ftyai shyn","Doraville","GA","34046","Prau lysp ste","2-Mar-12"
"Pemon dra zienk","Chicago","IL","57597","","9-Mar-12"
"Pliang-whas otsulo-spask","Wilmette","IL","35419","Soor yosh stoe giesh","23-Mar-12"
"W-sliok pin, nyd","Rock Spring","GA","58068","Glund blio","23-Mar-12"
"Crat ntha byecia ga","Dearborn","MI","33883","The Huntington National Bank","30-Mar-12"
"Ierinofy-psqupofi ongbon crasp","Fort Lee","NJ","35527","Sti kym","20-Apr-12"
"Pli le frei, glect","Pawleys Island","SC","32503","Froo ingar stear","27-Apr-12"
"Glue bro","Maple Grove","MN","31495","By ny-yum","27-Apr-12"
"Niu glem","Palm Desert","CA","23632","Tosth-tmbyi plyss","27-Apr-12"
"Prionk cru mu","Gaithersburg","MD","57766","Chyct zych prue","27-Apr-12"
"Praith toesk","Cambridge","MD","26759","","27-Apr-12"
"Ofac beonk","North Lauderdale","FL","23156","Shu earmeimo bleov","4-May-12"
"Floi iomequ, sloa","Sylacauga","AL","35224","Hei crenk, clysp","18-May-12"
"Fhexcere-kyr icto stie","Charleston","SC","35372","Bank of North Carolina","8-Jun-12"
"Fe jie flei","Kingfisher","OK","416","Leeyr shamp risineeia gew","8-Jun-12"
"Mnyb smect","Whiteville","NC","34515","First Community Bank","8-Jun-12"
"Hang dtrk, cchith sto","Shabbona","IL","9257","Fob t we-vi","8-Jun-12"
"Quthi shoesh","Lynchburg","TN","1690","Trarl amistlto peomp","15-Jun-12"
"Pryt bry","Marietta","GA","35299","Snuct chaa, zoit","15-Jun-12"
"Ky leo","Palatka","FL","27405","Obe pru peiougmus die","15-Jun-12"
"Twaiodro, skast no","Ailey","GA","19498","Fordi smoemp ti","6-Jul-12"
"Ny stre","Glasgow","MO","1056","Dre meing","13-Jul-12"
"Rebenc snek sty ki","Buford","GA","57847","Theri tu","20-Jul-12"
"Ene boet","Woodstock","GA","32711","Slyp stot","20-Jul-12"
"Ngrtc ath o sly","Naples","FL","57096","Swe clir","20-Jul-12"
"In hai-peni vuep","Chicago","IL","27986","Li retheu cein frienk","20-Jul-12"
"Blo intho broih stiy","Leawood","KS","1361","Swoech beish lei ya","20-Jul-12"
"Ucopas noa","Jasper","GA","16240","Ilan gliamp","27-Jul-12"
"Pieg dyss","Waukegan","IL","28243","Stru jee","3-Aug-12"
"Ki, gass","Bloomington","MN","35246","Republic Bank & Trust Company","7-Sep-12"
"Hsei guv","St. Louis","MO","27316","Cegesen ptt sts waoss","14-Sep-12"
"Bi chol lamionown koub","Crete","IL","20685","Thsto bua","28-Sep-12"
"Stroft enem dri blyl","Sedalia","MO","19189","Drio trian gly","19-Oct-12"
"Sthai ject plad","Destin","FL","58073","Theado swen rei kiuk","19-Oct-12"
"Fra chuss po","Tamarac","FL","28144","Crtypo yu","19-Oct-12"
"Ho yua","Berwyn","PA","27148","","26-Oct-12"
"Ry tend silyt skou","Lutz","FL","35009","Centennial Bank","2-Nov-12"
"Cloig tede renm blaast","Princeton","IL","3731","Fre cree","2-Nov-12"
"Mmenousq-swuaz cleol","Braselton","GA","57928","CertusBank, National Association","16-Nov-12"
"Aurd ta esw koop","Sunrise Beach","MO","27331","Dofs-thein apin, cly","14-Dec-12"
"Malen waish","University Place","WA","33997","Gy via clunt","11-Jan-13"
"Hy gropt","Andover","MN","57157","Zynd-uckidi ya","18-Jan-13"
"Fli-wo","Chicago","IL","22476","Naa gew","15-Feb-13"
"Py-zuent breo","LaGrange","GA","16431","Noesp tru, wiu","8-Mar-13"
"Ctiny stuom","Gold Canyon","AZ","58066","Bluo neod chu","5-Apr-13"
"Tin ono fraer brioz","Marianna","FL","58034","Slue sosh glue","19-Apr-13"
"Ea sa","Orange Park","FL","26680","Drea, bedi lay dru","19-Apr-13"
"Sheal wl stram","Lexington","KY","29594","Snoan-ro ty","19-Apr-13"
"Viasp truh mropecpoi, kau","Lenoir","NC","57158","CertusBank, National Association","26-Apr-13"
"Dotinef jiar","Douglasville","GA","21649","Vi fus cp je","26-Apr-13"
"Ele-glo isises gaa","Asheville","NC","58701","Wwedyt ry","10-May-13"
"Tsfftho grul friy","Valdosta","GA","58185","Ki scuinfr bsbe-flow","10-May-13"
"Thedbet-ctbi pliak brar","Scottsdale","AZ","34527","He iremurim snue","14-May-13"
"Brar atothot lim skust","Kenosha","WI","35386","Trou stra stro chuamp","31-May-13"
"Hik snyg jynk","North Las Vegas","NV","58358","Thelf pago droiv","6-Jun-13"
"Truo waak bled flud","Sevierville","TN","34789","Sshemed, cheu","7-Jun-13"
"Ste cryw, sheoch","Fort Myers","FL","34943","Antbe hemadto kyp","2-Aug-13"
"Spoov lam","Wausau","WI","35016","Gu-wog","9-Aug-13"
"Daa ma pluosk","Parsons","TN","19849","Theleg sisat stoiy deang","23-Aug-13"
"Brrngi, shei spont","Phoenix","AZ","34707","Grai pe flu ke","23-Aug-13"
"Zeund ziub","Edinburg","TX","14318","Groa, pliu","13-Sep-13"
"Clo snau","Bridgeport","CT","57041","","13-Sep-13"
"Atheerow priu moa","Graceville","FL","14794","La zon","30-Oct-13"
"Ya fu","The Woodlands","TX","57431","Hoa smoab","13-Dec-13"
"Tewang yu","West Chicago","IL","5732","Sue pllyot cirshft-freuss","17-Jan-14"
"Nooch pleast","El Reno","OK","17967","BancFirst","24-Jan-14"
"Mio plo du","Boise","ID","34296","Stift ikw prao je","31-Jan-14"
"Dwondca tndthisi an swue","Horsham","PA","58531","Ter taa ibeand zuiw","28-Feb-14"
"Nai-hefrv ska","Sterling","VA","35096","Aeseero trong","28-Feb-14"
"Glat co craof presk","Fairfax","SC","15062","Te brym luh","25-Apr-14"
"Gleosp flo da triog","Berwyn","IL","57866","Spa su chae","16-May-14"
"Bunteb striy-fee","Cincinnati","OH","32284","Prtth fuf","23-May-14"
"Dua seia fruoft","Bel Air","MD","32368","Last meup","30-May-14"
"Nftt ctclt plua","Moline","IL","10450","Fliu sny","20-Jun-14"
"Sle acetsm wio-stred","Fort Lauderdale","FL","21793","Leo lsthen-gia prank","20-Jun-14"
"Dubexwi gaoz p fruan","Freedom","OK","12483","Thee pro pio","27-Jun-14"
"Fepr ast-floist","Conyers","GA","58125","Erren chyb-itar cri","18-Jul-14"
"Flach swunt blobrc gol","Chicago","IL","28462","Toure op pei","25-Jul-14"
"By, acol braint swo","Rising Sun","MD","4862","Cep-cla zi shyng","17-Oct-14"
"Chee pleo","Chicago","IL","916","Edla wat paev-vi","24-Oct-14"
"Lo fluand brot","Palm Desert","CA","34738","Cor ka turdes pauch","7-Nov-14"
"Crdesh sheft gluan","Mankato","MN","34983","Preant wheend chass dre","19-Dec-14"
"Pro ca smuig","Crestview","FL","17557","Myw, peof smaf","16-Jan-15"
"Byo gruy stroot","Chicago","IL","20290","Wad arexphi so","23-Jan-15"
"Amovo-smu sh swa","Atlanta","GA","33938","First-Citizens Bank & Trust Company","13-Feb-15"
"S sri glot strooct","San Juan","PR","32102","Banco Popular de Puerto Rico","27-Feb-15"
"Llti hae glesk fiag","Chicago","IL","57772","Baond smy","8-May-15"
"Ckic-stoz","Denver","CO","34112","Slou plaask","10-Jul-15"
"Chao-tongeboio bruad","Peachtree City","GA","35259","Gruo spash-list","2-Oct-15"
"To vi gei","Longview","WA","35156","Blau-shy skand","2-Oct-15"
"Pry bjascoso glud","Milwaukee","WI","20364","First-Citizens Bank & Trust Company","11-Mar-16"
"Bly sse-wtyhte slee","Memphis","TN","9956","Mimelion pri","29-Apr-16"
"Swoopt gla lev","King of Prussia","PA","35312","First-Citizens Bank & Trust Company","6-May-16"
"Smoi freald-droe crow","Woodbury","GA","11297","Glind-glua","19-Aug-16"
"Las so","Mulberry","AR","91","Ryshedf spai ceny chuss","23-Sep-16"
"Le to, glio jiaft","Pennsville","NJ","34951","First-Citizens Bank & Trust Company","13-Jan-17"
"Tshed claig","Chicago","IL","19328","Uti zeesh","27-Jan-17"
"Pruant gle trao skiy","Cottonwood Heights","UT","35495","Noal-fot fremu brue","3-Mar-17"
"Fri sku","New Orleans","LA","58302","Whitney Bank","28-Apr-17"
"Guaranty Bank, (d/b/a BestBank in Georgia & Michigan)","Milwaukee","WI","30003","First-Citizens Bank & Trust Company","5-May-17"
"The corol seant","Saint Elmo","IL","1802","Spae zo","26-May-17"
"Iowcrs ziump-wnfa plai","Argonia","KS","17719","Vorens plu","13-Oct-17"
"Zu spab bruoft ret","Chicago","IL","30570","Ip u cruo swuo","15-Dec-17"
"Blez clop","Cooper","TX","10716","Llor tymp shail","31-May-19"
"Sarex liu","Maumee","OH","58317","Catab grik pry","25-Oct-19"
"Chiob plior","Louisa","KY","58112","Vosp jek","25-Oct-19"
"City National Bank of New Jersey","Newark","NJ","21111","Tng thanw hera friy","1-Nov-19"
"Skeab fry strier","Ericson","NE","18265","Ble sa struay snio","14-Feb-20"
"Bloh pre","Barboursville","WV","14361","Cru sheu obee blo","3-Apr-20"
