"col0","col1","col2","col3","col4","col5"
"Or ropa sset-smung","Tacoma","WAA","34411","H ndw dry","5-Nov-10"
"Raoh woi odinewi breo","Randallstownn","MD","31263","Oa kiosh zof","5-Nov-10"
"Yai fuen nub","Tifton","GAA","57831","Mb baef swiov","12-Nov-10"
"Wngh crit","Vidalia","GAA","14580","Snul tare husk","12-Nov-10"
"Orksorco sofef zo dry","Scottsddale","AZZ","35463","Dftes sta uanbla cre","12-Nov-10"
"Atit techene glu","Carrabelle","FLL","20340","Centenniall Bank","19-Nov-10"
"Tihano whe, she","Burlingtonn","WI","5287","Sneam lcoice isdryttha sluz","19-Nov-10"
"Bilys cry","Balla Cynwyd","PA","35078","VIST Bankk","19-Nov-10"
"Utina, iloponedr magdar plua","Farmington Hillss","MMI","34673","Smy trati cla","10-Dec-10"
"Glia kaw shopt fri","Southampton","PA","35561","Praa tui","10-Dec-10"
"The Bank of Miami,N.A..","Coral Gables","FFL","19040","Roess-othise ong gruo","17-Dec-10"
"Adedftis guw","Dawsonville","GA","34578","Bank of the Ozarkss","17-Dec-10"
"Uathor snea","Lino Lakess","MNN","23306","Steik, wuig","17-Dec-10"
"Too be ralorkten spi","McCaysville","GAA","58495","Draup alinds brei neu","17-Dec-10"
"Cant-skio","Batesville","AR","58052","Hog joil","17-Dec-10"
"Psenompt cowlim thin lyng","Atlantaa","GA","35065","Thec t smou","17-Dec-10"
"Grauk fluw","Scottsdale","AZZ","57820","Swuss tass o, goip","7-Jan-11"
"Artor cawa clueft","Orlandoo","FFL","34965","Rot snoe bre graop","7-Jan-11"
"Lo aringbend tindapons stue","Bruunswick","GA","57440","Bank of the Ozarks","14-Jan-11"
"Re dorrteye brua stuosp","Eaasley","SC","57868","CertusBank, National Associationn","21-Jan-11"
"Pleapt shoih uvebo fleo","Asheville","NNC","34516","Jef kaag ku","21-Jan-11"
"Mek fruict","Denver","CO","31293","First-Citizens Bank & Trust Companyy","21-Jan-11"
"Gusitee plo ruy","McDonough","GGA","19758","","21-Jan-11"
"Bluef crua jue","Camargoo","OOK","2303","Tonoorei wi biot","28-Jan-11"
"Lsinsi fiass-aplicro jian","Stoughton","WII","5328","Swasu giv pliask","28-Jan-11"
"Snuo snomp","Taoss","NM","12261","Manand, re","28-Jan-11"
"Suh cla trou strie","Louisvillee","CO","57646","","28-Jan-11"
"Ttsttha shouy viu","Watkinsvillle","GA","35242","Ch lo","4-Feb-11"
"Eftanef-tea","Chicago","ILL","57948","Lyflail-strif","4-Feb-11"
"Fsat pliss smiow","Roswelll","GA","57432","Tae pi","4-Feb-11"
"Lo flia tled gloe","Hamtramck","MI","14939","Sth choant fok sha","11-Feb-11"
"Ntienk spmmim vau","Palm Springss","CA","34692","Sont ant fua ba","11-Feb-11"
"By su sweu","Port Orangee","FLL","35478","Itu skuov","11-Feb-11"
"Art pra","Cassville","WI","13272","Va onccoten zy","11-Feb-11"
"Tonathe ondido se stiem","Napa","CA","57855","Wat strank","18-Feb-11"
"Kaimp lue cittana-jev","San LLuis Obispo","CCA","34783","Ratw jy spua fliz","18-Feb-11"
"Ing, wers mpr liep","Springfield","GA","34601","Sabops b keand","18-Feb-11"
"Si gaw-gi yyk","Clarkessville","GA","151","Ashopr gloi-flasp","18-Feb-11"
"Kueh flae","St. Charless","IIL","34187","Loo swee cress","25-Feb-11"
"Dreech preid keub, clyt","Milwaukeee","WWI","34818","Erale fle","11-Mar-11"
"Shisp ly de","Davis","OKK","4077","Efofen tybyfion daa craiv","11-Mar-11"
"Asmigeds asisser jaev","WWood Dale","IL","34292","Crsu buc ra","25-Mar-11"
"Fah zaa troct","Las Vegass","NVV","35418","Prui qunti endrendh veu","8-Apr-11"
"Stalesit pling","Western Springss","ILL","10086","Iatewhei yist slai","8-Apr-11"
"Swoct stro juo","Birmingham","AL","19794","Feast an we stai","15-Apr-11"
"Cef inf wea-clisp","Rosemountt","MNN","24099","Voss fle","15-Apr-11"
"Se-t ft ra","East Ellijayy","GAA","57705","Fry diopef lave ske","15-Apr-11"
"Tuash ntsthe-wenthera ploel","Cartersville","GGA","21495","Glaint te briuss","15-Apr-11"
"Saly sep","Birmingham","AAL","17750","Bethee dee bi baet","15-Apr-11"
"Osoa sliaft wits leink","CCarthage","MSS","14273","Onsh diond-viu","15-Apr-11"
"A fyn ling","Dallas","GA","58539","Bank of the Ozarkss","29-Apr-11"
"Proak-ma gron cru","Valdostta","GAA","19797","Bank of the Ozarkss","29-Apr-11"
"Bedath vuo moo","Brooksville","FL","57625","Stao-ve de","29-Apr-11"
"Kea teask","Winter Park","FFL","26297","Lamp, andins sko glu","29-Apr-11"
"A fa","Mount Clemenss","MI","34234","Taalmer Bank & Trust","29-Apr-11"
"Bry sko skev glea","Cocoa Beachh","FLL","34898","Uraneuli bra","6-May-11"
"Uly pomaggu chea","Franklinn","GAA","57647","CertusBank, National Associationn","20-May-11"
"Leiz skuosk striaft toa","Maconn","GGA","57213","CertusBank, National Association","20-May-11"
"Fosblo taceags-sny","Burlington","WA","513","Shie, slach slaisk","20-May-11"
"Praa arino may","Snohomishh","WA","23626","Drou spof","27-May-11"
"Nou fruod","Charlestton","SSC","58420","First Citizens Bank and Trust CCompany, Inc.","3-Jun-11"
"Wedebo l grai spyb","Jaackson","GA","19237","Puct plu","17-Jun-11"
"Idun swu","Tampa","FL","27583","Zeu-spouch glash","17-Jun-11"
"Gaca brypt","Claytoon","GAA","57593","Kia-snool choonk blonk","24-Jun-11"
"Se dou","Castle Rockk","COO","34522","First-Citizens Bank & Trust Companyy","8-Jul-11"
"Lylu l sku mesk","Chicagoo","IIL","27935","Shen-thuthere stry","8-Jul-11"
"Fler swuft-skoo wel","Windsor","CCO","57835","Pou spaa","8-Jul-11"
"Ttthend strin-tronk","Atllanta","GAA","58238","La wept","15-Jul-11"
"Itindedio tee","Stockbridgee","GA","19554","Clong fload","15-Jul-11"
"Ang bre","Port St. Luciee","FLL","34870","Ctedf swuemp gioi me","15-Jul-11"
"Wes woont","Prescottt","AZ","57442","Zi blo sik","15-Jul-11"
"Ithenhe raz, stia blue","Apollo Beach","FL","58056","American Moomentum Bank","22-Jul-11"
"Arales fla","Sarasotaa","FLL","35244","AAmerican Momentum Bank","22-Jul-11"
"Stryt eduta bli","Grreeley","COO","2994","Hoe bi","22-Jul-11"
"Integra Bank National Associationn","Evansvillee","IIN","4392","Bea thi frik siu","29-Jul-11"
"Idal-streo","Columbiaa","SC","58222","Ands prast","29-Jul-11"
"Zau prae","Richmondd","VA","58283","Graa sst tri","29-Jul-11"
"Brel claad","Colfaxx","WAA","22528","R glysh ka","5-Aug-11"
"Unfathar ttiti, gler","Shorewood","IIL","22637","Insyfte gloft","5-Aug-11"
"Glyt bliaw i sty","Olathe","KSS","4744","Beni glua","12-Aug-11"
"Thon luz swa","HHuntingdon Valley","PAA","34130","Turan ndet-plask","18-Aug-11"
"Mapt inghed pldth ko","Statesboro","GAA","57239","Sle tss yuo-munt","19-Aug-11"
"Ams snoa","Geneva","IL","57212","It smo groaw","19-Aug-11"
"Lt-breuy","Palm Beachh","FLL","35356","Mewat stea droo","19-Aug-11"
"Blao steig","Cummming","GAA","58273","Blan zi","2-Sep-11"
"Sdnd crei e wua","Woodstock","GAA","58226","Waa sin bliemp kust","2-Sep-11"
"Yu ita nes swua","Milton","FLL","25155","Aninit sa iofato sap","9-Sep-11"
"Owed fosurhasq stroi-no","Norfolk","VA","20408","Drio blie snif","23-Sep-11"
"Alen fry","Nevada Cityy","CAA","33983","Ciat vuist","23-Sep-11"
"Skue me","Planoo","TTX","33513","Ri gluo fang","30-Sep-11"
"Sa iti ved-draek","Wyomingg","MN","10216","Ieitf muept, treit","7-Oct-11"
"Tofri vao blieng","Ellingtton","MO","20115","Brouv wonowce dra fru","7-Oct-11"
"Von tabyflr ontbes gland","Ashevillee","NNC","32347","Bank of North Carolina","14-Oct-11"
"Twhin fisfls, ply","Aledo","IL","35395","Berymeb tedb ontbe crod","14-Oct-11"
"Pe bre","Cranford","NJJ","58046","Cesh tonngr-yun","14-Oct-11"
"Ct po shie","Gray","GA","57256","Grao struant seibem swaft","14-Oct-11"
"Paopt woupt","Clearwaterr","FLL","57537","Thesof jauv fir","21-Oct-11"
"Ti fil","Greenwoodd Village","CCO","21132","Teriurmin koy","21-Oct-11"
"Ugede sno","DDecatur","GGA","34392","Wedm ni","21-Oct-11"
"Tytobof crai stoft yiar","Jonesboroo","GGA","57036","Irtang tming sthew rienk","21-Oct-11"
"Outh fly","Des Plainess","IIL","57759","Berex sku by","28-Oct-11"
"Otipp miunt stu","Saint George","UT","57087","Frang hent","4-Nov-11"
"Mpatyt tt voi","Omahaa","NEE","19397","Nue ba","4-Nov-11"
"Nscl skue pie","Rockkmart","GA","57860","Kea nuav rea","10-Nov-11"
"Cheak faa dri","Lacombee","LA","19657","Mae flut","18-Nov-11"
"We th sko-ska","Johnstonn","IAA","14194","Fri froa","18-Nov-11"
"Squnst awave blaach le","Crestvieww","FFL","58343","Harinkea hungef stry freo","16-Dec-11"
"Yei orki arve blui","Phoenix","AZ","57917","Penche clif voimp sneod","16-Dec-11"
"Bly, withore fiag bly","Boothwyn","PA","31581","Seswipon shaosp flea","20-Jan-12"
"Aro thedh naew","Belleview","FLL","57186","Booss, bruich","20-Jan-12"
"Bo no","Stockbridge","GAA","19252","Tro aiextngo-iaich prua","20-Jan-12"
"Ttwhsf rce briact","Jacksonville","FL","16579","Whmper ha stai","27-Jan-12"
"Sblie cryl, lint runt","Forest Lake","MMN","34823","C-ind hem","27-Jan-12"
"Lera pru","Frankliin","TNN","35296","Republic Bank & Trust Companyy","27-Jan-12"
"Snaud sky","Knoxville","TNN","19869","Stu kee","27-Jan-12"
"Huz ntadth ry puonk","Hoffman Estates","IL","23187","Lt redongbe tobuf spich","10-Feb-12"
"Gluot prai zao-tuift","Shelbyville","IIN","29761","Pur spau cooma pae","10-Feb-12"
"Wotlo va","Ellavillee","GAA","5687","The zok","24-Feb-12"
"Dru griu fusk","Little Fallss","MN","29178","","24-Feb-12"
"Cofoma skeov vaoss","Doraville","GA","34046","Trueg pro","2-Mar-12"
"Tewhis-nt cha blaa","Chicaggo","ILL","57597","","9-Mar-12"
"Wo sme tofro, choast","Wilmeette","IIL","35419","Thcoten tht smei","23-Mar-12"
"M ut praiw","Rock Spring","GAA","58068","Freof hethba dtrt swaim","23-Mar-12"
"Ire pre clao sta","Dearborn","MI","33883","The Huntington National Bank","30-Mar-12"
"Tin, thf mief","Fort Lee","NJJ","35527","Rtorofci smia","20-Apr-12"
"Ce risth flu smiu","Pawleys Island","SCC","32503","Fry toi pooren smei","27-Apr-12"
"Rrac wthi mesong vae","Maple Grovee","MN","31495","Selilid faay liaw","27-Apr-12"
"Fan swu smif brail","Palm Desert","CCA","23632","Fe ko snaa mir","27-Apr-12"
"Ievi loi-cla","Gaithersburg","MD","57766","Her zee","27-Apr-12"
"Aldnfar found","Cambridgee","MD","26759","","27-Apr-12"
"Dao, slaav","North Lauderdale","FL","23156","Stro-gee","4-May-12"
"Triu zu","Sylacaugaa","AAL","35224","An bro","18-May-12"
"At mbyat-srmadatr per","Charleston","SC","35372","Bank of North Carolinna","8-Jun-12"
"Freak slauv tsnata snank","Kingfisher","OKK","416","Swol, trang veun yue","8-Jun-12"
"Lae swenea mo","Whiteville","NC","34515","First Community Bank","8-Jun-12"
"Po zu greo","Shabbona","ILL","9257","Blai cloe","8-Jun-12"
"N wuct-ma floom","Lynchburgg","TNN","1690","Stra glipt-zoim","15-Jun-12"
"Maor wemave flo","Mariettaa","GA","35299","Togicere bamp-duft","15-Jun-12"
"Te ithesi-greo","Palattka","FL","27405","Normmsh arites tuemp","15-Jun-12"
"Heanlyo gloo","Ailey","GAA","19498","Byft pleo","6-Jul-12"
"Pyy anou pliosp","Glasgow","MOO","1056","Pua belom crasp","13-Jul-12"
"Reipt pi wed bash","Buford","GGA","57847","Graesk atinge, cri","20-Jul-12"
"Tha haopt","Woodstock","GAA","32711","Fluf sheo dra skai","20-Jul-12"
"Imistiss bo","Napless","FL","57096","Stish nysh","20-Jul-12"
"Hetoteet a ke noupt","Chicagoo","IL","27986","Hsth bie steo","20-Jul-12"
"Naink kusk-chuo speisp","Leawoood","KS","1361","Nsul cria yeo","20-Jul-12"
"Swieh, praant","Jasper","GGA","16240","Spiy swuef-struoh","27-Jul-12"
"Mefjou-itt fai","Waukkegan","IL","28243","Dry yunk broel","3-Aug-12"
"Swlot mcors-snu","Bloomingtonn","MMN","35246","Republic Bank & Trust Company","7-Sep-12"
"Bli ssobusf smy","St. Louiss","MOO","27316","Chaca smiu","14-Sep-12"
"Briup iavive straomp","Crrete","IIL","20685","Clio sheost skind raih","28-Sep-12"
"Rthr snee-ithald spia","Sedalia","MOO","19189","Wedutatin ith-glead","19-Oct-12"
"Itores flaz smaar seo","Desttin","FL","58073","Whematat choo criak","19-Oct-12"
"Teb jo, tangoup briush","Tamarac","FL","28144","Zaw ngasi shysp","19-Oct-12"
"Our rhir, stui","Berwyn","PAA","27148","","26-Oct-12"
"Crfin sae","Lutz","FLL","35009","Centennial Bank","2-Nov-12"
"Thasi-croaft pa","Princetonn","ILL","3731","Hu groi so smaon","2-Nov-12"
"Itaro-pothis gog spym","Braseltonn","GA","57928","CertusBank, National Association","16-Nov-12"
"Ttnodit iedw cleopt juch","Sunrise Beachh","MOO","27331","Ofof trooct","14-Dec-12"
"Ls ka trua","University Place","WWA","33997","Pe freo","11-Jan-13"
"Smief spo fi cliont","Andover","MMN","57157","Shuct ttont, goa","18-Jan-13"
"Irant rae","Chicago","IIL","22476","Sash vump henliace gy","15-Feb-13"
"Ge vil","LaGrangee","GAA","16431","Is yuoct","8-Mar-13"
"Pioft, one glee","Gold Canyonn","AZ","58066","Ron disp","5-Apr-13"
"Bybice trimi ton kuosp","Marianna","FFL","58034","Foan-tiasc flient, cria","19-Apr-13"
"Sitiess ngen tro gew","Orange Parkk","FFL","26680","At juv ri","19-Apr-13"
"Ivita dai od fru","Lexington","KKY","29594","Nie onbeal te bree","19-Apr-13"
"Swiep rregt pee sweo","LLenoir","NNC","57158","CertusBank, National Associationn","26-Apr-13"
"Flysp slond","Douglasviille","GGA","21649","Squlymbl glua","26-Apr-13"
"Snoang try","Asheville","NCC","58701","Fa drub","10-May-13"
"Esstovag or-tep","Valdostaa","GAA","58185","Dry ithe cho ry","10-May-13"
"Pesi druisk-plae","Scottsdale","AZZ","34527","Cly tb biodof zeit","14-May-13"
"Wofal fero nl skeiy","Kenosha","WI","35386","Fhequre smior cri","31-May-13"
"Indd ato straih","North Las Veegas","NNV","58358","Bers was skie","6-Jun-13"
"Sna civ kaa-straz","Sevierville","TNN","34789","Im groa","7-Jun-13"
"Wheana preent","Fort Myers","FFL","34943","Finiasure ta-sto","2-Aug-13"
"Desthega sedhswen ahin-lomp","Wausau","WWI","35016","Pleum daoct brrei graisp","9-Aug-13"
"Alastofrd spou","Parsons","TNN","19849","Sthe sloa","23-Aug-13"
"Sli worth woamp","Phoenixx","AAZ","34707","Had-oima sleo","23-Aug-13"
"Trink kadem-raosp","Edinburgg","TTX","14318","Mug brea trei po","13-Sep-13"
"Hti torc yua flua","Bridgeport","CT","57041","","13-Sep-13"
"Spou ht colehe best","Graceville","FL","14794","Je pri ckencalt gyg","30-Oct-13"
"Stroe swei","The Wooddlands","TXX","57431","Prve ga styw strauh","13-Dec-13"
"Shy shoem","Weest Chicago","IL","5732","Fynd broip ti flae","17-Jan-14"
"Rorrrt yipt","El Reeno","OKK","17967","BancFirstt","24-Jan-14"
"Tylyal-beu","Boise","IDD","34296","Re drea","31-Jan-14"
"Plui-ode skov smae","Horsham","PPA","58531","Manf dra haif streib","28-Feb-14"
"Stoi troe ni gef","Stterling","VA","35096","Ba slu noe","28-Feb-14"
"Ivesery luo","Fairfax","SCC","15062","Brass, ploct","25-Apr-14"
"Pl dropt sho ter","Berwyn","IL","57866","Poome cliasp cceut pa","16-May-14"
"Angeati aseck angt rouz","Cincinnatii","OH","32284","Tramp cer rib gee","23-May-14"
"Sirs ny-du dy","Bel Airr","MD","32368","Swouk mag, nog","30-May-14"
"Relapr wivindoo chof woem","Moline","ILL","10450","Jausp dro","20-Jun-14"
"Prau fveprat slu","Fort Lauderdale","FLL","21793","Flook tih hyst","20-Jun-14"
"Whee inderyt slu glab","Freeedom","OKK","12483","Ont seal","27-Jun-14"
"Frc foa sta spe","Conyeers","GGA","58125","A chansic loed, crie","18-Jul-14"
"Ku plo","Chicaggo","ILL","28462","Siai flie an, sti","25-Jul-14"
"Flaed-styft nypt","Risinng Sun","MDD","4862","Mpuswin ro-ndto staa","17-Oct-14"
"Ondtav msw upefthe tou","CChicago","ILL","916","Prouft tid, ny","24-Oct-14"
"Yiug mi","Palm Desert","CAA","34738","Clee flut yua yu","7-Nov-14"
"Zeez vuog ya","MMankato","MN","34983","Stuo prao","19-Dec-14"
"Omatd ye sposs","Crestview","FFL","17557","Skoz jeu ton seo","16-Jan-15"
"Vo anol plaf sud","Chicagoo","IIL","20290","Glui veuss spound","23-Jan-15"
"Mi smyb-to","Atlantaa","GA","33938","First-Citizens Bank & Trust Company","13-Feb-15"
"Duend, iawety snui","San Juan","PRR","32102","Banco Popular de Puerto Ricoo","27-Feb-15"
"Buy-ttosua ly","Chicagoo","IL","57772","Jeift drek smy","8-May-15"
"Oro-kud","Denveer","CCO","34112","Flfylandn in raoz-dui","10-Jul-15"
"Sthend-siuf bend","Peachtree Cityy","GA","35259","Ti blea","2-Oct-15"
"Feond tbelut bloosp skiz","Longview","WA","35156","Spo strui","2-Oct-15"
"Yaund cloo","Milwaukkee","WWI","20364","First-Citizens Bank & Trust Companyy","11-Mar-16"
"Adg coy pthen clio","Memphiss","TN","9956","Tys bript shae ske","29-Apr-16"
"Voi voa-glo","King of Prussiaa","PAA","35312","First-Citizens Bank & Trusst Company","6-May-16"
"Sma fraeng","Woodburyy","GA","11297","Pup uenga flub saen","19-Aug-16"
"Cuc smo","Mulberry","ARR","91","Fast opete skoi","23-Sep-16"
"Ssthe triach","Pennsvillee","NJJ","34951","First-Citizens Bank & Trust Companyy","13-Jan-17"
"Struct dran","Chicagoo","IL","19328","Froong ubewsws zoo me","27-Jan-17"
"Ceef bli drae","Cottonwood Heights","UTT","35495","Fle guach","3-Mar-17"
"Friap tshotivee grost","New Orleanss","LA","58302","Whitney Bankk","28-Apr-17"
"Guaranty Bank, (d/b/a BestBank in Georgia & Michigan))","Milwaukeee","WWI","30003","First-Citizens Bank & Trust Company","5-May-17"
"Vent snant smez","Saint Elmo","IIL","1802","Mift bie flau poo","26-May-17"
"Rea-itatoofr ps vift","Argoniaa","KSS","17719","Rahe-my","13-Oct-17"
"Nte tethe clu","Chicagoo","IIL","30570","Arantada stont struo","15-Dec-17"
"Pryh snoeg ruost, glo","Cooper","TXX","10716","Sthena sai","31-May-19"
"Bop she-tryl","Maaumee","OH","58317","Jak slaa clio","25-Oct-19"
"He strug sle slio","Louisaa","KY","58112","Fa ne pluost gleen","25-Oct-19"
"City National Bank of New Jerseyy","Newarkk","NJ","21111","Aixpa, goupt","1-Nov-19"
"Lkiveblen wiev","Ericson","NEE","18265","Ogro craep yu droad","14-Feb-20"
"Tth cec cit yy","Barboursville","WV","14361","Beanyrth ncmab trey","3-Apr-20"
